img_dir,style,top shape,top pattern,bottom shape,bottom pattern,one-piece,one-piece pattern
codibook (286).jpg,Feminine,Shirts,Check,Jeans,None,NA,NA
codibook (284).jpg,Feminine,Long-sleeve-tee,Graphic,Cutoffs,None,NA,NA
codibook (271).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (272).jpg,Casual,Short-sleeve-tee,None,NA,NA,NA,NA
codibook (273).jpg,Formal,Short-sleeve-tee,None,Chiffon-skirt,Check,NA,NA
codibook (282).jpg,Formal,Hoodie,Graphic,Cotten-long-pants,None,NA,NA
codibook (283).jpg,Formal,Long-sleeve-tee,Graphic,Cutoffs,None,NA,NA
codibook (281).jpg,Formal,Long-sleeve-tee,None,H-line-skirt,Check,one-piece,Check
codibook (280).jpg,Casual,NA,NA,Jeans,None,NA,NA
codibook (278).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (279).jpg,Casual,Shirts,None,Jeans,None,NA,NA
codibook (277).jpg,Formal,Long-sleeve-tee,Check,Cotten-long-pants,None,NA,NA
codibook (269).jpg,Casual,Shirts,None,NA,NA,one-piece,None
codibook (270).jpg,Formal,Long-sleeve-tee,Graphic,H-line-skirt,Graphic,NA,NA
codibook (267).jpg,Feminine,NA,NA,H-line-skirt,Check,NA,NA
codibook (276).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
codibook (275).jpg,Formal,Long-sleeve-tee,Graphic,Cutoffs,None,NA,NA
codibook (274).jpg,Formal,Hoodie,Graphic,Cotten-long-pants,None,NA,NA
codibook (268).jpg,Feminine,NA,NA,NA,NA,NA,NA
codibook (266).jpg,Feminine,Shirts,None,Chiffon-skirt,Floral,NA,NA
codibook (265).jpg,Casual,Short-sleeve-tee,Stripe,Cutoffs,None,NA,NA
codibook (264).jpg,Casual,NA,NA,Jeans,Leopard,NA,NA
codibook (253).jpg,Casual,Long-sleeve-tee,None,Jeans,Leopard,NA,NA
codibook (254).jpg,Feminine,Long-sleeve-tee,None,Chiffon-skirt,Stripe,NA,NA
codibook (255).jpg,Casual,Long-sleeve-tee,None,NA,NA,one-piece,Graphic
codibook (257).jpg,Formal,Long-sleeve-tee,None,H-line-skirt,Check,NA,NA
codibook (258).jpg,Formal,Long-sleeve-tee,Stripe,Cutoffs,Check,NA,NA
codibook (256).jpg,Formal,Shirts,None,Jeans,None,NA,NA
codibook (263).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (262).jpg,Formal,Long-sleeve-tee,Check,Cotten-long-pants,None,NA,NA
codibook (261).jpg,Casual,Long-sleeve-tee,Graphic,H-line-skirt,None,NA,NA
codibook (259).jpg,Formal,Shirts,Stripe,Cutoffs,None,NA,NA
codibook (260).jpg,Formal,Long-sleeve-tee,Graphic,Cotten-long-pants,None,NA,NA
codibook (252).jpg,Formal,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (251).jpg,Casual,Hoodie,Check,Cutoffs,Leopard,NA,NA
