img_dir,style,top shape,top pattern,bottom shape,bottom pattern,one-piece,one-piece pattern
hisfit (238).jpg,Formal,Shirts,None,Cotten-long-pants,None,NA,NA
hisfit (239).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
hisfit (231).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
hisfit (236).jpg,Feminine,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
hisfit (234).jpg,Casual,NA,NA,H-line-skirt,Stripe,NA,NA
hisfit (208).jpg,Casual,NA,NA,Jeans,None,NA,NA
hisfit (209).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (207).jpg,Feminine,NA,NA,Jeans,None,NA,NA
hisfit (203).jpg,Casual,NA,NA,Jeans,None,NA,NA
hisfit (201).jpg,Formal,Shirts,None,Jeans,None,NA,NA
hisfit (205).jpg,Casual,NA,NA,Jeans,None,NA,NA
hisfit (215).jpg,Casual,Shirts,Check,Jeans,None,NA,NA
hisfit (246).jpg,Feminine,Long-sleeve-tee,None,Cotten-long-pants,Dot,NA,NA
hisfit (230).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (233).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (235).jpg,Formal,NA,NA,Jeans,None,NA,NA
hisfit (216).jpg,Casual,Shirts,None,Jeans,None,NA,NA
hisfit (217).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
hisfit (242).jpg,Casual,Long-sleeve-tee,Check,Jeans,None,NA,NA
hisfit (243).jpg,Casual,Long-sleeve-tee,Check,Cotten-long-pants,None,NA,NA
hisfit (244).jpg,Formal,Shirts,None,Jeans,None,NA,NA
hisfit (245).jpg,Feminine,Shirts,None,Cotten-long-pants,None,NA,NA
hisfit (226).jpg,Casual,Shirts,None,Jeans,None,NA,NA
hisfit (227).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
hisfit (240).jpg,Formal,Short-sleeve-tee,Stripe,Cotten-long-pants,None,NA,NA
hisfit (237).jpg,Casual,Long-sleeve-tee,Graphic,Cotten-long-pants,None,NA,NA
hisfit (204).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (228).jpg,Casual,NA,NA,Jeans,None,NA,NA
hisfit (229).jpg,Formal,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (232).jpg,Casual,Shirts,Check,Cotten-long-pants,None,NA,NA
hisfit (206).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
hisfit (221).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (211).jpg,Formal,Long-sleeve-tee,Stripe,Jeans,None,NA,NA
hisfit (212).jpg,Casual,Long-sleeve-tee,None,Jeans,None,NA,NA
hisfit (213).jpg,Casual,Long-sleeve-tee,Check,Jeans,None,NA,NA
hisfit (241).jpg,Casual,Shirts,None,Cutoffs,None,NA,NA
hisfit (214).jpg,Casual,Shirts,Floral,Cotten-long-pants,Leopard,NA,NA
hisfit (224).jpg,Casual,Shirts,None,Cotten-long-pants,Dot,NA,NA
hisfit (225).jpg,Casual,NA,NA,Cutoffs,None,NA,NA
hisfit (202).jpg,Formal,NA,NA,Cutoffs,None,NA,NA
hisfit (210).jpg,Casual,Shirts,None,Cutoffs,None,NA,NA
hisfit (222).jpg,Formal,Short-sleeve-tee,None,Cotten-long-pants,None,NA,NA
hisfit (223).jpg,Casual,Short-sleeve-tee,None,Cotten-long-pants,None,NA,NA
hisfit (219).jpg,Casual,Short-sleeve-tee,Stripe,Jeans,None,NA,NA
hisfit (218).jpg,Casual,Shirts,Check,Jeans,None,NA,NA
hisfit (220).jpg,Casual,Short-sleeve-tee,Check,Cotten-long-pants,None,NA,NA
