img_dir,style,top shape,top pattern,bottom shape,bottom pattern,one-piece,one-piece pattern
hisfit (101).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
hisfit (107).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (108).jpg,Formal,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (149).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (136).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
hisfit (137).jpg,Casual,Long-sleeve-tee,None,Jeans,None,NA,NA
hisfit (140).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
hisfit (125).jpg,Casual,NA,NA,Jeans,None,NA,NA
hisfit (114).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (105).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
hisfit (120).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (148).jpg,Casual,Hoodie,None,Jeans,None,NA,NA
hisfit (135).jpg,Feminine,Shirts,Check,Cotten-long-pants,None,NA,NA
hisfit (131).jpg,Casual,Short-sleeve-tee,None,Cotten-long-pants,None,NA,NA
hisfit (145).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,Dot,NA,NA
hisfit (146).jpg,Casual,Shirts,Stripe,Cotten-long-pants,None,NA,NA
hisfit (129).jpg,Feminine,Short-sleeve-tee,None,Cotten-long-pants,None,NA,NA
hisfit (147).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (126).jpg,Formal,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (138).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (130).jpg,Formal,NA,NA,Jeans,None,NA,NA
hisfit (122).jpg,Formal,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (123).jpg,Casual,NA,NA,Jeans,None,NA,NA
hisfit (118).jpg,Feminine,Shirts,None,Chiffon-skirt,None,NA,NA
hisfit (150).jpg,Formal,NA,NA,Cutoffs,None,NA,NA
hisfit (139).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (102).jpg,Casual,Long-sleeve-tee,Dot,Cotten-long-pants,None,NA,NA
hisfit (103).jpg,Casual,Long-sleeve-tee,None,Jeans,None,NA,NA
hisfit (115).jpg,Casual,Shirts,Check,Cotten-long-pants,None,NA,NA
hisfit (119).jpg,Casual,Shirts,Dot,Cotten-long-pants,None,NA,NA
hisfit (112).jpg,Casual,Shirts,Stripe,Cotten-long-pants,None,NA,NA
hisfit (113).jpg,Casual,Shirts,Stripe,Cotten-long-pants,None,NA,NA
hisfit (141).jpg,Casual,Shirts,Stripe,Jeans,None,NA,NA
hisfit (142).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (132).jpg,Casual,Shirts,None,Cutoffs,None,NA,NA
hisfit (133).jpg,Casual,Shirts,None,Cutoffs,None,NA,NA
hisfit (144).jpg,Casual,Shirts,Floral,Jeans,None,NA,NA
hisfit (134).jpg,Casual,NA,NA,Cutoffs,None,NA,NA
hisfit (143).jpg,Feminine,Shirts,Floral,Cutoffs,None,NA,NA
hisfit (128).jpg,Casual,Shirts,None,Cutoffs,None,NA,NA
hisfit (116).jpg,Casual,Long-sleeve-tee,Leopard,Cotten-long-pants,None,NA,NA
hisfit (117).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
hisfit (124).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
hisfit (121).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
hisfit (106).jpg,Casual,Shirts,None,Jeans,None,NA,NA
hisfit (104).jpg,Casual,Shirts,None,Jeans,None,NA,NA
hisfit (111).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (109).jpg,Feminine,Long-sleeve-tee,Graphic,Cutoffs,None,NA,NA
hisfit (127).jpg,Casual,Shirts,Check,Cotten-long-pants,Check,NA,NA
hisfit (110).jpg,Casual,Long-sleeve-tee,None,Cutoffs,None,NA,NA
