img_dir,style,top shape,top pattern,bottom shape,bottom pattern,one-piece,one-piece pattern
codibook (3).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
codibook (2).jpg,Formal,Short-sleeve-tee,Graphic,Cotten-long-pants,None,NA,NA
codibook (1).jpg,Formal,Long-sleeve-tee,None,Jeans,None,NA,NA
codibook (5).jpg,Formal,Long-sleeve-tee,Graphic,NA,NA,NA,NA
codibook (4).jpg,Casual,Shirts,Graphic,H-line-skirt,None,NA,NA
codibook (6).jpg,Formal,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (7).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
codibook (12).jpg,Casual,NA,NA,H-line-skirt,None,NA,NA
codibook (11).jpg,Formal,Long-sleeve-tee,None,Jeans,None,NA,NA
codibook (8).jpg,Formal,Short-sleeve-tee,None,Cutoffs,Dot,NA,NA
codibook (9).jpg,Formal,Short-sleeve-tee,Check,NA,NA,one-piece,Check
codibook (10).jpg,Formal,Long-sleeve-tee,Graphic,Cotten-long-pants,None,NA,NA
codibook (13).jpg,Casual,Shirts,None,Chiffon-skirt,Stripe,NA,NA
codibook (15).jpg,Formal,NA,NA,Cotten-long-pants,None,NA,NA
codibook (14).jpg,Casual,Long-sleeve-tee,None,Chiffon-skirt,None,NA,NA
codibook (17).jpg,Feminine,NA,NA,NA,NA,NA,NA
codibook (18).jpg,Feminine,Short-sleeve-tee,Graphic,H-line-skirt,Graphic,NA,NA
codibook (16).jpg,Casual,Long-sleeve-tee,Stripe,Cutoffs,None,NA,NA
codibook (19).jpg,Formal,Long-sleeve-tee,Graphic,Cotten-long-pants,None,NA,NA
codibook (20).jpg,Casual,Short-sleeve-tee,Stripe,H-line-skirt,Dot,NA,NA
codibook (22).jpg,Formal,Long-sleeve-tee,Graphic,Chiffon-skirt,None,NA,NA
codibook (21).jpg,Formal,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (23).jpg,Feminine,Hoodie,None,Cutoffs,None,NA,NA
codibook (24).jpg,Casual,Short-sleeve-tee,None,Chiffon-skirt,Leopard,NA,NA
codibook (27).jpg,Casual,Long-sleeve-tee,None,H-line-skirt,None,NA,NA
codibook (25).jpg,Formal,Short-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (26).jpg,Casual,Short-sleeve-tee,None,Jeans,None,NA,NA
codibook (30).jpg,Formal,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (28).jpg,Feminine,NA,NA,NA,NA,NA,NA
codibook (31).jpg,Formal,NA,NA,Jeans,None,NA,NA
codibook (32).jpg,Casual,NA,NA,NA,NA,NA,NA
codibook (29).jpg,Formal,NA,NA,Jeans,None,NA,NA
codibook (35).jpg,Formal,NA,NA,Chiffon-skirt,None,NA,NA
codibook (37).jpg,Feminine,NA,NA,NA,NA,one-piece,None
codibook (34).jpg,Formal,Short-sleeve-tee,Stripe,Cotten-long-pants,Stripe,NA,NA
codibook (33).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (36).jpg,Casual,NA,NA,NA,NA,one-piece,Check
codibook (39).jpg,Casual,Shirts,None,Jeans,None,NA,NA
codibook (38).jpg,Formal,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (40).jpg,Feminine,Shirts,None,NA,NA,NA,NA
codibook (42).jpg,Formal,Shirts,Check,Cotten-long-pants,None,NA,NA
codibook (41).jpg,Casual,Long-sleeve-tee,None,H-line-skirt,Check,NA,NA
codibook (44).jpg,Formal,Long-sleeve-tee,None,Jeans,None,NA,NA
codibook (43).jpg,Formal,Short-sleeve-tee,Stripe,Cotten-long-pants,None,NA,NA
codibook (45).jpg,Formal,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (46).jpg,Formal,Long-sleeve-tee,None,Jeans,Dot,NA,NA
codibook (47).jpg,Formal,Shirts,None,Jeans,None,NA,NA
codibook (48).jpg,Formal,NA,NA,NA,NA,one-piece,None
codibook (49).jpg,Formal,Short-sleeve-tee,None,Chiffon-skirt,Stripe,NA,NA
codibook (51).jpg,Casual,Hoodie,None,Cotten-long-pants,None,NA,NA
codibook (50).jpg,Casual,NA,NA,Jeans,None,NA,NA
codibook (52).jpg,Casual,Long-sleeve-tee,Graphic,Cotten-long-pants,None,NA,NA
codibook (54).jpg,Casual,NA,NA,NA,NA,one-piece,Leopard
codibook (53).jpg,Formal,Shirts,Stripe,Cotten-long-pants,None,NA,NA
codibook (55).jpg,Feminine,Long-sleeve-tee,Graphic,Chiffon-skirt,None,NA,NA
codibook (57).jpg,Formal,Shirts,Stripe,Cotten-long-pants,None,NA,NA
codibook (56).jpg,Casual,Long-sleeve-tee,None,Chiffon-skirt,None,NA,NA
codibook (58).jpg,Formal,Shirts,None,Chiffon-skirt,Stripe,NA,NA
codibook (61).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (59).jpg,Feminine,Hoodie,None,Cutoffs,None,NA,NA
codibook (60).jpg,Casual,Shirts,None,Chiffon-skirt,Check,NA,NA
codibook (62).jpg,Formal,NA,NA,NA,NA,one-piece,Check
codibook (63).jpg,Casual,Hoodie,Graphic,Cutoffs,None,NA,NA
codibook (66).jpg,Formal,NA,NA,Cutoffs,None,one-piece,None
codibook (65).jpg,Feminine,Long-sleeve-tee,None,Chiffon-skirt,Check,NA,NA
codibook (67).jpg,Casual,Short-sleeve-tee,Graphic,NA,NA,NA,NA
codibook (64).jpg,Casual,Long-sleeve-tee,None,NA,NA,NA,NA
codibook (68).jpg,Formal,Hoodie,Check,Cotten-long-pants,None,NA,NA
codibook (70).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (72).jpg,Casual,NA,NA,NA,NA,one-piece,Dot
codibook (71).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
codibook (69).jpg,Formal,NA,NA,Cotten-long-pants,None,NA,NA
codibook (73).jpg,Feminine,Long-sleeve-tee,None,Chiffon-skirt,Floral,NA,NA
codibook (74).jpg,Casual,Shirts,None,Chiffon-skirt,Check,NA,NA
codibook (75).jpg,NA,NA,NA,NA,NA,NA,NA
codibook (76).jpg,Casual,Short-sleeve-tee,Stripe,Cutoffs,Floral,NA,NA
codibook (77).jpg,Formal,Short-sleeve-tee,Graphic,Cotten-long-pants,None,NA,NA
codibook (78).jpg,Formal,Long-sleeve-tee,Stripe,Chiffon-skirt,None,NA,NA
codibook (79).jpg,Formal,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (81).jpg,Formal,NA,NA,Jeans,Check,one-piece,Check
codibook (80).jpg,Casual,Hoodie,Graphic,Cutoffs,None,NA,NA
codibook (82).jpg,Casual,Long-sleeve-tee,None,NA,NA,NA,NA
