img_dir,style,top shape,top pattern,bottom shape,bottom pattern,one-piece,one-piece pattern
wusinsa (151).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
wusinsa (152).jpg,Feminine,NA,NA,NA,NA,one-piece,Stripe
wusinsa (153).jpg,Casual,Shirts,None,Cutoffs,None,NA,NA
wusinsa (154).jpg,Casual,NA,NA,Cutoffs,None,NA,NA
wusinsa (155).jpg,Feminine,NA,NA,NA,NA,NA,NA
wusinsa (156).jpg,Casual,Short-sleeve-tee,None,Jeans,None,NA,NA
wusinsa (157).jpg,Casual,Short-sleeve-tee,None,H-line-skirt,Check,NA,NA
wusinsa (158).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
wusinsa (159).jpg,Casual,Short-sleeve-tee,Graphic,Jeans,None,NA,NA
wusinsa (160).jpg,Feminine,NA,NA,NA,NA,NA,NA
wusinsa (161).jpg,Casual,Short-sleeve-tee,Graphic,Cotten-long-pants,None,NA,NA
wusinsa (162).jpg,Casual,NA,NA,Cutoffs,None,NA,NA
wusinsa (163).jpg,Casual,NA,NA,H-line-skirt,Check,NA,NA
wusinsa (164).jpg,Formal,NA,NA,Cotten-long-pants,None,NA,NA
wusinsa (165).jpg,Casual,Long-sleeve-tee,Graphic,NA,NA,NA,NA
wusinsa (166).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
wusinsa (167).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
wusinsa (169).jpg,Casual,Short-sleeve-tee,Graphic,H-line-skirt,None,one-piece,Graphic
wusinsa (168).jpg,Feminine,Shirts,None,H-line-skirt,None,NA,NA
wusinsa (170).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
wusinsa (172).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
wusinsa (173).jpg,Casual,NA,NA,Chiffon-skirt,None,NA,NA
