img_dir,style,top shape,top pattern,bottom shape,bottom pattern,one-piece,one-piece pattern
codibook (1201).jpg,Formal,Shirts,Check,Cutoffs,None,NA,NA
codibook (1203).jpg,Formal,Short-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (1202).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (1204).jpg,Formal,NA,NA,Jeans,None,NA,NA
codibook (1207).jpg,Formal,Short-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (1206).jpg,Feminine,Short-sleeve-tee,Stripe,Cutoffs,Check,NA,NA
codibook (1205).jpg,Casual,Shirts,None,NA,NA,NA,NA
codibook (1210).jpg,Formal,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (1209).jpg,Casual,Long-sleeve-tee,Stripe,H-line-skirt,None,NA,NA
codibook (1208).jpg,Formal,NA,NA,NA,NA,One-piece,None
codibook (1211).jpg,Casual,Long-sleeve-tee,Stripe,NA,NA,One-piece,None
codibook (1212).jpg,Formal,NA,NA,Cotten-long-pants,None,NA,NA
codibook (1213).jpg,Casual,Hoodie,None,NA,NA,NA,NA
codibook (1214).jpg,Formal,Long-sleeve-tee,Check,Chiffon-skirt,None,NA,NA
codibook (1215).jpg,Feminine,Short-sleeve-tee,Graphic,Cutoffs,None,NA,NA
codibook (1216).jpg,Formal,NA,NA,NA,NA,One-piece,None
codibook (1221).jpg,Formal,Long-sleeve-tee,None,H-line-skirt,Dot,NA,NA
codibook (1218).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (1217).jpg,Formal,NA,NA,NA,NA,One-piece,Leopard
codibook (1220).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (1219).jpg,Formal,Shirts,None,Jeans,None,NA,NA
codibook (1223).jpg,Formal,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (1222).jpg,Formal,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (1224).jpg,Casual,Short-sleeve-tee,None,Cutoffs,None,NA,NA
codibook (1225).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (1226).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,Leopard,NA,NA
codibook (1230).jpg,Formal,Long-sleeve-tee,None,NA,NA,NA,NA
codibook (1232).jpg,Feminine,Short-sleeve-tee,Stripe,H-line-skirt,None,NA,NA
codibook (1228).jpg,Formal,Short-sleeve-tee,Graphic,Cotten-long-pants,None,NA,NA
