img_dir,style,top shape,top pattern,bottom shape,bottom pattern,one-piece,one-piece pattern
codibook (1026).jpg,Formal,NA,NA,NA,NA,one-piece,Stripe
codibook (1027).jpg,Formal,Shirts,None,H-line-skirt,None,NA,NA
codibook (1030).jpg,Formal,Hoodie,None,Chiffon-skirt,None,NA,NA
codibook (1028).jpg,Casual,Long-sleeve-tee,None,H-line-skirt,None,NA,NA
codibook (1029).jpg,Formal,Long-sleeve-tee,None,H-line-skirt,None,NA,NA
codibook (1025).jpg,Casual,Long-sleeve-tee,Stripe,Cotten-long-pants,None,NA,NA
codibook (1022).jpg,Formal,Long-sleeve-tee,None,Chiffon-skirt,None,NA,NA
codibook (1024).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
codibook (1023).jpg,Formal,Long-sleeve-tee,None,Jeans,Dot,NA,NA
codibook (1021).jpg,Casual,Long-sleeve-tee,Graphic,Chiffon-skirt,Dot,NA,NA
codibook (1015).jpg,Formal,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (1018).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (1016).jpg,Casual,Long-sleeve-tee,None,Cutoffs,Stripe,NA,NA
codibook (1017).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (1019).jpg,Formal,Long-sleeve-tee,None,H-line-skirt,None,NA,NA
codibook (1020).jpg,Feminine,Shirts,Stripe,H-line-skirt,Check,NA,NA
codibook (1012).jpg,Casual,Long-sleeve-tee,None,NA,NA,NA,NA
codibook (1014).jpg,Feminine,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (1013).jpg,Formal,Long-sleeve-tee,Stripe,NA,NA,NA,NA
codibook (1011).jpg,Feminine,Short-sleeve-tee,Graphic,NA,NA,NA,NA
codibook (1006).jpg,Formal,Long-sleeve-tee,None,Cutoffs,Check,NA,NA
codibook (1008).jpg,Formal,NA,NA,Chiffon-skirt,Stripe,NA,NA
codibook (1007).jpg,Casual,NA,NA,Chiffon-skirt,None,NA,NA
codibook (1009).jpg,Casual,Short-sleeve-tee,Stripe,NA,NA,one-piece,Stripe
codibook (1005).jpg,Feminine,NA,NA,Cotten-long-pants,None,NA,NA
codibook (1010).jpg,Formal,Shirts,None,Cutoffs,None,NA,NA
codibook (1001).jpg,Formal,Shirts,Stripe,Cotten-long-pants,Check,NA,NA
codibook (1003).jpg,Formal,NA,NA,Jeans,None,NA,NA
codibook (1004).jpg,Formal,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (1091).jpg,Formal,NA,NA,NA,NA,one-piece,Graphic
codibook (1083).jpg,Formal,Hoodie,Graphic,Cotten-long-pants,None,NA,NA
codibook (1084).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (1087).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (1085).jpg,Casual,Long-sleeve-tee,None,H-line-skirt,Check,one-piece,Check
codibook (1088).jpg,Feminine,Shirts,None,Cutoffs,None,NA,NA
codibook (1089).jpg,Formal,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (1086).jpg,Casual,NA,NA,Jeans,None,NA,NA
codibook (1090).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
codibook (1082).jpg,Casual,Long-sleeve-tee,Graphic,H-line-skirt,None,NA,NA
codibook (1081).jpg,Feminine,Shirts,Check,Cutoffs,Leopard,NA,NA
codibook (1074).jpg,Feminine,Long-sleeve-tee,None,H-line-skirt,None,NA,NA
codibook (1078).jpg,Casual,Long-sleeve-tee,Check,Cutoffs,None,NA,NA
codibook (1076).jpg,Casual,Long-sleeve-tee,Stripe,Jeans,None,NA,NA
codibook (1077).jpg,Feminine,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (1079).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
codibook (1080).jpg,Feminine,Shirts,None,H-line-skirt,None,one-piece,None
codibook (1075).jpg,Formal,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
codibook (1072).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
codibook (1073).jpg,Casual,NA,NA,Jeans,None,NA,NA
codibook (1071).jpg,Formal,Long-sleeve-tee,None,Jeans,None,NA,NA
codibook (1067).jpg,Feminine,Long-sleeve-tee,None,Cutoffs,Graphic,NA,NA
codibook (1066).jpg,Formal,Short-sleeve-tee,None,H-line-skirt,None,NA,NA
codibook (1068).jpg,Casual,Long-sleeve-tee,None,NA,NA,one-piece,Graphic
codibook (1070).jpg,Casual,Short-sleeve-tee,Stripe,Chiffon-skirt,Leopard,NA,NA
codibook (1065).jpg,Casual,Shirts,None,Cutoffs,Dot,one-piece,Stripe
codibook (1069).jpg,Formal,Long-sleeve-tee,None,Cutoffs,Stripe,NA,NA
codibook (1062).jpg,Formal,Hoodie,Graphic,Cutoffs,None,NA,NA
codibook (1063).jpg,Formal,Long-sleeve-tee,Graphic,Jeans,Leopard,NA,NA
