img_dir,style,top shape,top pattern,bottom shape,bottom pattern,one-piece,one-piece pattern
musinsa (1).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,Stripe,NA,NA
musinsa (2).jpg,Casual,Hoodie,None,Cotten-long-pants,None,NA,NA
musinsa (3).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
musinsa (4).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
musinsa (5).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
musinsa (7).jpg,Casual,NA,NA,Cutoffs,None,NA,NA
musinsa (6).jpg,Feminine,Long-sleeve-tee,None,Cotten-long-pants,Leopard,NA,NA
musinsa (8).jpg,Formal,NA,NA,Cotten-long-pants,None,NA,NA
musinsa (9).jpg,Casual,Hoodie,None,Jeans,None,NA,NA
musinsa (11).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
musinsa (10).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
musinsa (12).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
musinsa (13).jpg,Casual,Long-sleeve-tee,None,Cutoffs,Check,NA,NA
musinsa (14).jpg,Casual,Short-sleeve-tee,None,Cutoffs,None,NA,NA
musinsa (15).jpg,Feminine,Long-sleeve-tee,None,NA,NA,NA,NA
musinsa (16).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
musinsa (17).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
musinsa (18).jpg,Casual,NA,NA,Jeans,None,NA,NA
musinsa (19).jpg,Casual,Hoodie,None,Cotten-long-pants,None,NA,NA
musinsa (20).jpg,Casual,Long-sleeve-tee,None,H-line-skirt,None,NA,NA
musinsa (21).jpg,Casual,NA,NA,Jeans,None,NA,NA
musinsa (22).jpg,Casual,Long-sleeve-tee,Graphic,Cutoffs,None,NA,NA
musinsa (23).jpg,Casual,NA,NA,Cutoffs,None,NA,NA
musinsa (24).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
musinsa (25).jpg,Feminine,Hoodie,Graphic,Cutoffs,None,NA,NA
musinsa (26).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
musinsa (27).jpg,Casual,Long-sleeve-tee,None,Jeans,None,NA,NA
musinsa (28).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
musinsa (29).jpg,Feminine,Long-sleeve-tee,Graphic,Cotten-long-pants,Leopard,NA,NA
musinsa (31).jpg,Casual,NA,NA,Cutoffs,Dot,NA,NA
musinsa (30).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
musinsa (32).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
musinsa (33).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
musinsa (34).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
musinsa (35).jpg,Casual,Shirts,None,Cutoffs,None,NA,NA
musinsa (36).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
musinsa (37).jpg,Formal,NA,NA,Cotten-long-pants,None,NA,NA
musinsa (38).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
musinsa (39).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
musinsa (40).jpg,Casual,Hoodie,None,Cotten-long-pants,None,NA,NA
musinsa (41).jpg,Casual,Long-sleeve-tee,Graphic,Cotten-long-pants,None,NA,NA
musinsa (43).jpg,Casual,Hoodie,None,Cotten-long-pants,None,NA,NA
musinsa (42).jpg,Casual,NA,NA,Cutoffs,Graphic,NA,NA
musinsa (44).jpg,Casual,NA,NA,Jeans,None,NA,NA
musinsa (45).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
musinsa (46).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
musinsa (47).jpg,Casual,Long-sleeve-tee,None,Jeans,None,NA,NA
musinsa (48).jpg,Casual,Long-sleeve-tee,None,Jeans,Graphic,NA,NA
musinsa (49).jpg,Casual,NA,NA,Cutoffs,None,NA,NA
musinsa (50).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
