img_dir,style,top shape,top pattern,bottom shape,bottom pattern,one-piece,one-piece pattern
hisfit (26).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
hisfit (3).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (2).jpg,Feminine,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (18).jpg,Feminine,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (21).jpg,Casual,Short-sleeve-tee,None,Cotten-long-pants,None,NA,NA
hisfit (24).jpg,Formal,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
hisfit (40).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (27).jpg,Formal,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (32).jpg,Formal,Shirts,None,Jeans,None,NA,NA
hisfit (33).jpg,Feminine,Long-sleeve-tee,Graphic,Cotten-long-pants,None,NA,NA
hisfit (29).jpg,Formal,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
hisfit (7).jpg,Casual,Short-sleeve-tee,Graphic,Jeans,None,NA,NA
hisfit (12).jpg,Formal,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (36).jpg,Formal,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
hisfit (38).jpg,Casual,Long-sleeve-tee,None,Jeans,None,NA,NA
hisfit (10).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
hisfit (11).jpg,Casual,NA,NA,Jeans,None,NA,NA
hisfit (4).jpg,Formal,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (39).jpg,Casual,Long-sleeve-tee,None,Jeans,None,NA,NA
hisfit (13).jpg,Formal,Shirts,None,Jeans,None,NA,NA
hisfit (14).jpg,Casual,Short-sleeve-tee,None,Cotten-long-pants,None,NA,NA
hisfit (28).jpg,Casual,Long-sleeve-tee,None,Jeans,None,NA,NA
hisfit (30).jpg,Casual,Long-sleeve-tee,None,Cotten-long-pants,None,NA,NA
hisfit (37).jpg,Casual,Long-sleeve-tee,None,Jeans,None,NA,NA
hisfit (25).jpg,Formal,Long-sleeve-tee,Graphic,Jeans,None,NA,NA
hisfit (8).jpg,Casual,Shirts,Check,Jeans,None,NA,NA
hisfit (31).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
hisfit (9).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (35).jpg,Casual,Long-sleeve-tee,Graphic,Jeans,None,NA,NA
hisfit (22).jpg,Formal,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (23).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
hisfit (20).jpg,Casual,Shirts,None,Cutoffs,None,NA,NA
hisfit (19).jpg,Casual,Shirts,None,Cutoffs,None,NA,NA
hisfit (1).jpg,Formal,Shirts,None,Cotten-long-pants,None,NA,NA
hisfit (34).jpg,Casual,Shirts,Dot,Cotten-long-pants,None,NA,NA
hisfit (44).jpg,Casual,Short-sleeve-tee,None,Cutoffs,None,NA,NA
hisfit (5).jpg,Casual,Shirts,None,Cutoffs,Dot,NA,NA
hisfit (16).jpg,Casual,Shirts,None,Jeans,None,NA,NA
hisfit (41).jpg,Casual,Shirts,None,Jeans,None,NA,NA
hisfit (48).jpg,Casual,Shirts,None,Jeans,None,NA,NA
hisfit (46).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
hisfit (50).jpg,Casual,Shirts,None,Jeans,None,NA,NA
hisfit (42).jpg,Casual,Short-sleeve-tee,None,Cutoffs,None,NA,NA
hisfit (45).jpg,Formal,Long-sleeve-tee,None,Jeans,Stripe,NA,NA
hisfit (47).jpg,Formal,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (43).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (49).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
hisfit (15).jpg,Casual,Long-sleeve-tee,None,Cutoffs,None,NA,NA
hisfit (17).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
hisfit (6).jpg,Casual,Short-sleeve-tee,None,Cotten-long-pants,None,NA,NA
