img_dir,style,top shape,top pattern,bottom shape,bottom pattern,one-piece,one-piece pattern
codibook (3).jpg,Casual,,,Cotten-long-pants,None,,
codibook (2).jpg,Formal,Short-sleeve-tee,Graphic,Cotten-long-pants,None,,
codibook (1).jpg,Formal,Long-sleeve-tee,None,Jeans,None,,
codibook (5).jpg,Formal,Long-sleeve-tee,Graphic,,,,
codibook (4).jpg,Casual,Shirts,Graphic,H-line-skirt,None,,
codibook (6).jpg,Formal,Shirts,None,Cotten-long-pants,None,,
codibook (7).jpg,Casual,,,Cotten-long-pants,None,,
codibook (12).jpg,Casual,,,H-line-skirt,None,,
codibook (11).jpg,Formal,Long-sleeve-tee,None,Jeans,None,,
codibook (8).jpg,Formal,Short-sleeve-tee,None,Cutoffs,Dot,,
codibook (9).jpg,Formal,Short-sleeve-tee,Check,,,one-piece,Check
codibook (10).jpg,Formal,Long-sleeve-tee,Graphic,Cotten-long-pants,None,,
codibook (13).jpg,Casual,Shirts,None,Chiffon-skirt,Stripe,,
codibook (15).jpg,Formal,,,Cotten-long-pants,None,,
codibook (14).jpg,Casual,Long-sleeve-tee,None,Chiffon-skirt,None,,
codibook (17).jpg,Feminine,,,,,,
codibook (18).jpg,Feminine,Short-sleeve-tee,Graphic,H-line-skirt,Graphic,,
codibook (16).jpg,Casual,Long-sleeve-tee,Stripe,Cutoffs,None,,
codibook (19).jpg,Formal,Long-sleeve-tee,Graphic,Cotten-long-pants,None,,
codibook (20).jpg,Casual,Short-sleeve-tee,Stripe,H-line-skirt,Dot,,
codibook (22).jpg,Formal,Long-sleeve-tee,Graphic,Chiffon-skirt,None,,
codibook (21).jpg,Formal,Long-sleeve-tee,None,Cotten-long-pants,None,,
codibook (23).jpg,Feminine,Hoodie,None,Cutoffs,None,,
codibook (24).jpg,Casual,Short-sleeve-tee,None,Chiffon-skirt,Leopard,,
codibook (27).jpg,Casual,Long-sleeve-tee,None,H-line-skirt,None,,
codibook (25).jpg,Formal,Short-sleeve-tee,None,Cotten-long-pants,None,,
codibook (26).jpg,Casual,Short-sleeve-tee,None,Jeans,None,,
codibook (30).jpg,Formal,Shirts,None,Cotten-long-pants,None,,
codibook (28).jpg,Feminine,,,,,,
