img_dir,style,top shape,top pattern,bottom shape,bottom pattern,one-piece,one-piece pattern
wusinsa (1).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
wusinsa (3).jpg,Formal,NA,NA,H-line-skirt,Dot,one-piece,Dot
wusinsa (2).jpg,Casual,Short-sleeve-tee,None,Cutoffs,None,NA,NA
wusinsa (4).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
wusinsa (5).jpg,Casual,Short-sleeve-tee,Graphic,Cutoffs,None,NA,NA
wusinsa (6).jpg,Casual,NA,NA,NA,NA,one-piece,None
wusinsa (7).jpg,Casual,Shirts,Graphic,Cutoffs,None,NA,NA
wusinsa (8).jpg,Casual,NA,NA,NA,NA,one-piece,Graphic
wusinsa (10).jpg,Casual,NA,NA,Chiffon-skirt,Floral,one-piece,Graphic
wusinsa (9).jpg,Casual,Shirts,Stripe,NA,NA,one-piece,Stripe
wusinsa (11).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
wusinsa (12).jpg,Casual,NA,NA,H-line-skirt,None,NA,NA
wusinsa (13).jpg,Casual,Shirts,Dot,NA,NA,one-piece,None
wusinsa (14).jpg,Formal,NA,NA,H-line-skirt,None,NA,NA
wusinsa (15).jpg,Feminine,NA,NA,Cotten-long-pants,Graphic,NA,NA
wusinsa (17).jpg,Formal,NA,NA,Cutoffs,Leopard,NA,NA
wusinsa (16).jpg,Casual,NA,NA,Jeans,Leopard,NA,NA
wusinsa (18).jpg,Casual,Shirts,Check,H-line-skirt,None,NA,NA
wusinsa (19).jpg,Casual,Long-sleeve-tee,None,Cutoffs,Graphic,NA,NA
wusinsa (20).jpg,Casual,NA,NA,H-line-skirt,Stripe,NA,NA
wusinsa (21).jpg,Casual,Short-sleeve-tee,Stripe,Cotten-long-pants,None,NA,NA
wusinsa (22).jpg,Casual,NA,NA,Jeans,None,NA,NA
wusinsa (23).jpg,Casual,Shirts,Stripe,Cotten-long-pants,None,NA,NA
wusinsa (24).jpg,Casual,Shirts,Check,H-line-skirt,Graphic,NA,NA
wusinsa (25).jpg,Casual,NA,NA,NA,NA,NA,NA
wusinsa (26).jpg,Feminine,Long-sleeve-tee,Graphic,Cotten-long-pants,None,NA,NA
wusinsa (27).jpg,Feminine,NA,NA,Chiffon-skirt,Dot,NA,NA
wusinsa (28).jpg,Casual,NA,NA,NA,NA,NA,NA
wusinsa (29).jpg,Casual,NA,NA,NA,NA,one-piece,Stripe
wusinsa (30).jpg,Casual,Shirts,Stripe,H-line-skirt,None,NA,NA
wusinsa (31).jpg,Casual,NA,NA,Chiffon-skirt,Leopard,NA,NA
wusinsa (32).jpg,Casual,Long-sleeve-tee,Graphic,H-line-skirt,None,NA,NA
wusinsa (33).jpg,Casual,Long-sleeve-tee,None,Chiffon-skirt,Stripe,NA,NA
wusinsa (34).jpg,Feminine,Long-sleeve-tee,Graphic,Cutoffs,None,NA,NA
wusinsa (35).jpg,Casual,Long-sleeve-tee,Graphic,Cutoffs,Floral,NA,NA
wusinsa (36).jpg,Feminine,NA,NA,NA,NA,one-piece,Leopard
wusinsa (37).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
wusinsa (38).jpg,Casual,NA,NA,Chiffon-skirt,None,NA,NA
wusinsa (39).jpg,Casual,Hoodie,Graphic,Cutoffs,Dot,NA,NA
wusinsa (40).jpg,Casual,Short-sleeve-tee,Graphic,Cutoffs,Leopard,NA,NA
wusinsa (41).jpg,Casual,Long-sleeve-tee,None,H-line-skirt,None,NA,NA
wusinsa (42).jpg,Casual,NA,NA,Chiffon-skirt,None,NA,NA
wusinsa (43).jpg,Casual,NA,NA,Jeans,Dot,NA,NA
wusinsa (44).jpg,Formal,Hoodie,None,Cotten-long-pants,None,NA,NA
wusinsa (45).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
wusinsa (46).jpg,Formal,Shirts,Graphic,Cutoffs,None,NA,NA
wusinsa (47).jpg,Casual,NA,NA,NA,NA,one-piece,None
wusinsa (48).jpg,Formal,NA,NA,NA,NA,NA,NA
wusinsa (49).jpg,Casual,Long-sleeve-tee,None,Chiffon-skirt,Dot,NA,NA
wusinsa (50).jpg,Casual,NA,NA,Cutoffs,None,NA,NA
