img_dir,style,top shape,top pattern,bottom shape,bottom pattern,one-piece,one-piece pattern
wusinsa (101).jpg,Casual,Short-sleeve-tee,Graphic,Jeans,None,NA,NA
wusinsa (102).jpg,Casual,Short-sleeve-tee,Graphic,Cutoffs,None,NA,NA
wusinsa (104).jpg,Feminine,Shirts,None,Chiffon-skirt,Dot,one-piece,Dot
wusinsa (103).jpg,Casual,NA,NA,Chiffon-skirt,Check,NA,NA
wusinsa (105).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
wusinsa (107).jpg,Casual,Hoodie,Graphic,H-line-skirt,None,NA,NA
wusinsa (106).jpg,Casual,NA,NA,Cutoffs,None,NA,NA
wusinsa (108).jpg,Feminine,Shirts,Check,Chiffon-skirt,Dot,NA,NA
wusinsa (109).jpg,Casual,Short-sleeve-tee,Graphic,Cotten-long-pants,None,NA,NA
wusinsa (110).jpg,Casual,NA,NA,NA,NA,NA,NA
wusinsa (111).jpg,Formal,Long-sleeve-tee,Graphic,NA,NA,NA,NA
wusinsa (112).jpg,Casual,NA,NA,H-line-skirt,None,NA,NA
wusinsa (113).jpg,Formal,Shirts,None,H-line-skirt,None,NA,NA
wusinsa (114).jpg,Casual,NA,NA,H-line-skirt,None,NA,NA
wusinsa (115).jpg,Casual,Long-sleeve-tee,Graphic,Jeans,None,NA,NA
wusinsa (116).jpg,Casual,Shirts,None,Cotten-long-pants,None,NA,NA
wusinsa (117).jpg,Casual,NA,NA,Jeans,None,NA,NA
wusinsa (118).jpg,Casual,NA,NA,Cutoffs,None,NA,NA
wusinsa (119).jpg,Casual,Long-sleeve-tee,Dot,Chiffon-skirt,None,one-piece,None
wusinsa (120).jpg,Casual,Shirts,None,H-line-skirt,None,NA,NA
wusinsa (121).jpg,Feminine,Short-sleeve-tee,Graphic,Cutoffs,None,NA,NA
wusinsa (122).jpg,Casual,Shirts,None,NA,NA,NA,NA
wusinsa (123).jpg,Casual,NA,NA,Jeans,None,NA,NA
wusinsa (124).jpg,Formal,NA,NA,Cotten-long-pants,Leopard,NA,NA
wusinsa (125).jpg,Casual,NA,NA,NA,NA,NA,NA
wusinsa (126).jpg,Casual,Shirts,Graphic,Cotten-long-pants,Leopard,NA,NA
wusinsa (127).jpg,Feminine,Shirts,None,H-line-skirt,None,NA,NA
wusinsa (128).jpg,Feminine,Hoodie,Graphic,H-line-skirt,None,NA,NA
wusinsa (129).jpg,Feminine,NA,NA,Cutoffs,None,NA,NA
wusinsa (130).jpg,Feminine,NA,NA,NA,NA,NA,NA
wusinsa (131).jpg,Feminine,Shirts,None,NA,NA,NA,NA
wusinsa (132).jpg,Casual,Short-sleeve-tee,None,Jeans,None,NA,NA
wusinsa (133).jpg,Casual,NA,NA,H-line-skirt,Dot,NA,NA
wusinsa (134).jpg,Casual,Short-sleeve-tee,Graphic,Cutoffs,Check,NA,NA
wusinsa (135).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
wusinsa (136).jpg,Feminine,Shirts,Graphic,Cutoffs,None,NA,NA
wusinsa (137).jpg,Casual,NA,NA,Cutoffs,None,NA,NA
wusinsa (138).jpg,Feminine,Long-sleeve-tee,Graphic,H-line-skirt,None,NA,NA
wusinsa (139).jpg,Casual,NA,NA,NA,NA,NA,NA
wusinsa (140).jpg,Casual,NA,NA,H-line-skirt,Stripe,NA,NA
wusinsa (141).jpg,Feminine,Shirts,Check,NA,NA,NA,NA
wusinsa (142).jpg,Casual,NA,NA,H-line-skirt,None,NA,NA
wusinsa (143).jpg,Casual,NA,NA,NA,NA,one-piece,Check
wusinsa (144).jpg,Casual,Shirts,Check,Chiffon-skirt,Leopard,NA,NA
wusinsa (145).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
wusinsa (146).jpg,Casual,Shirts,Stripe,Chiffon-skirt,Leopard,NA,NA
wusinsa (147).jpg,Casual,NA,NA,Cotten-long-pants,None,NA,NA
wusinsa (148).jpg,Casual,NA,NA,Chiffon-skirt,Dot,NA,NA
wusinsa (149).jpg,Feminine,Long-sleeve-tee,Graphic,Cutoffs,Stripe,NA,NA
wusinsa (150).jpg,Casual,NA,NA,Chiffon-skirt,None,NA,NA
